##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_025035885.1	PRJNA224116	SAMN03074585	na	na	1434116	2209	Methanosarcina mazei TMA	strain=TMA	na	latest	Chromosome	Major	Full	2022-09-07	ASM2503588v1	University of Illinois at Urbana-Champaign	GCA_025035885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/035/885/GCF_025035885.1_ASM2503588v1	na	na	na	haploid	archaea	4403296	4346543	41.500000	1	1	65	NCBI RefSeq	GCF_025035885.1-RS_2025_09_22	2025-09-22	3767	3588	66	na
GCF_000970165.1	PRJNA224116	SAMN03074586	na	na	1434117	2209	Methanosarcina mazei WWM610	strain=WWM610	na	latest	Complete Genome	Major	Full	2015-04-07	ASM97016v1	University of Illinois at Urbana-Champaign	GCA_000970165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/165/GCF_000970165.1_ASM97016v1	na	na	na	haploid	archaea	4096482	4096482	41.500000	1	1	1	NCBI RefSeq	GCF_000970165.1-RS_2024_10_21	2024-10-21	3532	3375	68	na
GCF_000970145.1	PRJNA224116	SAMN03074587	na	na	1434118	38027	Methanosarcina siciliae C2J	strain=C2J	na	latest	Complete Genome	Major	Full	2015-04-07	ASM97014v1	University of Illinois at Urbana-Champaign	GCA_000970145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/145/GCF_000970145.1_ASM97014v1	na	na	na	haploid	archaea	5427890	5427890	42.500000	1	1	1	NCBI RefSeq	GCF_000970145.1-RS_2024_10_21	2024-10-21	4749	4443	67	na
GCF_000970125.1	PRJNA224116	SAMN03074588	na	na	1434119	38027	Methanosarcina siciliae HI350	strain=HI350	na	latest	Complete Genome	Major	Full	2015-04-07	ASM97012v1	University of Illinois at Urbana-Champaign	GCA_000970125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/125/GCF_000970125.1_ASM97012v1	na	na	na	haploid	archaea	4941115	4941115	43.000000	1	1	1	NCBI RefSeq	GCF_000970125.1-RS_2025_11_24	2025-11-24	4213	4012	67	na
GCF_000970085.1	PRJNA224116	SAMN03074589	na	reference genome	1434120	38027	Methanosarcina siciliae T4/M	strain=T4/M	na	latest	Complete Genome	Major	Full	2015-04-07	ASM97008v1	University of Illinois at Urbana-Champaign	GCA_000970085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/085/GCF_000970085.1_ASM97008v1	na	assembly from type material	na	haploid	archaea	5017558	5017558	43.000000	1	1	1	NCBI RefSeq	GCF_000970085.1-RS_2025_11_20	2025-11-20	4322	4108	67	na
GCF_000969925.1	PRJNA224116	SAMN03074595	na	na	1434121	2210	Methanosarcina thermophila CHTI-55	strain=CHTI-55	na	latest	Complete Genome	Major	Full	2015-04-07	ASM96992v1	University of Illinois at Urbana-Champaign	GCA_000969925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/969/925/GCF_000969925.1_ASM96992v1	na	na	na	haploid	archaea	3130228	3130228	41.000000	1	1	1	NCBI RefSeq	GCF_000969925.1-RS_2025_11_24	2025-11-24	2774	2667	68	na
GCF_027925105.1	PRJNA224116	SAMD00564987	BSDL00000000.1	na	1434122	2210	Methanosarcina thermophila MST-A1	strain=MST-A1	na	latest	Scaffold	Major	Full	2022-12-28	ASM2792510v1	AIST	GCA_027925105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/925/105/GCF_027925105.1_ASM2792510v1	na	na	na	haploid	archaea	3096778	3096391	41.500000	0	33	37	NCBI RefSeq	GCF_027925105.1-RS_2025_05_11	2025-05-11	2786	2681	64	na
GCF_000969905.1	PRJNA224116	SAMN03074598	na	reference genome	1434123	2215	Methanosarcina vacuolata Z-761	strain=Z-761	na	latest	Complete Genome	Major	Full	2015-04-07	ASM96990v1	University of Illinois at Urbana-Champaign	GCA_000969905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/969/905/GCF_000969905.1_ASM96990v1	na	assembly from type material	na	haploid	archaea	4563885	4563885	39.500000	2	2	2	NCBI RefSeq	GCF_000969905.1-RS_2025_11_20	2025-11-20	3810	3609	71	na
GCF_000739575.1	PRJNA224116	SAMD00018744	BBJO00000000.1	reference genome	1448860	1448860	Halobellus rufus	strain=CBA1103	na	latest	Contig	Major	Full	2014-07-31	ASM73957v1	Korea Basic Science Institute	GCA_000739575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/575/GCF_000739575.1_ASM73957v1	na	assembly from type material	na	haploid	archaea	3852219	3852219	64.000000	0	81	81	NCBI RefSeq	GCF_000739575.1-RS_2025_11_20	2025-11-20	3957	3683	64	na
GCF_034480035.2	PRJNA224116	SAMN33419672	na	na	1452353	1452353	Methanosphaera sp. ISO3-F5	strain=ISO3-F5	na	latest	Complete Genome	Major	Full	2024-03-08	ASM3448003v2	AgResearch Ltd.	GCA_034480035.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/480/035/GCF_034480035.2_ASM3448003v2	na	na	na	haploid	archaea	2680162	2680162	30.500000	2	2	2	NCBI RefSeq	GCF_034480035.2-RS_2024_12_29	2024-12-29	2354	2287	50	38426731
GCF_023093535.1	PRJNA224116	SAMN27554405	na	reference genome	1453760	1453760	Halovivax limisalsi	strain=IBRC-M 10022	na	latest	Complete Genome	Major	Full	2022-04-23	ASM2309353v1	Jiangsu University	GCA_023093535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/093/535/GCF_023093535.1_ASM2309353v1	na	assembly from type material	na	haploid	archaea	3894819	3894819	67.000000	1	1	1	NCBI RefSeq	GCF_023093535.1-RS_2025_05_05	2025-05-05	3638	3546	50	na
GCF_000710615.1	PRJNA224116	SAMN02629026	JDTH00000000.1	reference genome	1455608	453847	Haladaptatus cibarius D43	strain=D43	na	latest	Contig	Major	Full	2014-06-20	HAPD43.1	Korea Basic Science Institute	GCA_000710615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/710/615/GCF_000710615.1_HAPD43.1	na	assembly from type material	na	haploid	archaea	3926724	3926724	58.000000	0	13	13	NCBI RefSeq	GCF_000710615.1-RS_2025_11_21	2025-11-21	4135	4026	55	26380039
GCF_000710605.1	PRJNA224116	SAMN02629025	JDTG00000000.1	na	1455609	121872	Natrinema thermotolerans A29	strain=A29	na	latest	Contig	Major	Full	2014-06-20	HTGA29.1	Korea Basic Science Institute	GCA_000710605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/710/605/GCF_000710605.1_HTGA29.1	na	assembly from heterotypic synonym type material	na	haploid	archaea	4131621	4131621	65.000000	0	20	20	NCBI RefSeq	GCF_000710605.1-RS_2025_03_31	2025-03-31	4299	4187	64	26380637
GCF_004799665.1	PRJNA224116	SAMN09711547	na	reference genome	1457250	1457250	Halapricum salinum	strain=CBA1105	na	latest	Complete Genome	Major	Full	2019-04-18	ASM479966v1	Wuhan University	GCA_004799665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/799/665/GCF_004799665.1_ASM479966v1	na	assembly from type material	na	haploid	archaea	3452056	3452056	63.500000	1	1	1	NCBI RefSeq	GCF_004799665.1-RS_2025_11_20	2025-11-20	3485	3394	50	30975999
GCF_000730285.1	PRJNA224116	SAMN03081530	na	reference genome	1459636	1459637	Candidatus Nitrososphaera evergladensis SR1	na	SR1	latest	Complete Genome	Major	Full	2014-07-17	ASM73028v1	University of Florida	GCA_000730285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/730/285/GCF_000730285.1_ASM73028v1	na	na	na	haploid	archaea	2954373	2954373	50.000000	1	1	1	NCBI RefSeq	GCF_000730285.1-RS_2025_03_29	2025-03-29	3385	3300	52	24999826
GCF_013407145.1	PRJNA224116	SAMN08535023	na	reference genome	1470066	1470066	Nitrosopumilus cobalaminigenes	strain=HCA1	na	latest	Complete Genome	Major	Full	2020-07-13	ASM1340714v1	University of Washington	GCA_013407145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/407/145/GCF_013407145.1_ASM1340714v1	na	assembly from type material	na	haploid	archaea	1563356	1563356	33.000000	1	1	1	NCBI RefSeq	GCF_013407145.1-RS_2025_05_05	2025-05-05	1949	1897	48	na
GCF_013407185.1	PRJNA224116	SAMN08535028	na	reference genome	1470067	1470067	Nitrosopumilus ureiphilus	strain=PS0	na	latest	Complete Genome	Major	Full	2020-07-13	ASM1340718v1	University of Washington	GCA_013407185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/407/185/GCF_013407185.1_ASM1340718v1	na	assembly from type material	na	haploid	archaea	2171418	2171418	33.500000	1	1	1	NCBI RefSeq	GCF_013407185.1-RS_2025_04_29	2025-04-29	2640	2577	51	na
GCF_001368915.1	PRJNA224116	SAMEA3309464	CSTE00000000.1	reference genome	1476858	1476858	Haloferax massiliensis	strain=Arc-Hr	na	latest	Scaffold	Major	Full	2015-04-22	PRJEB5949_assembly_1	URMITE	GCA_001368915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/368/915/GCF_001368915.1_PRJEB5949_assembly_1	na	assembly from type material	na	haploid	archaea	4015175	3991456	66.500000	0	8	29	NCBI RefSeq	GCF_001368915.1-RS_2025_11_20	2025-11-20	4017	3848	60	na
GCF_902381785.1	PRJNA224116	SAMEA5851142	CABLRR000000000.1	na	1476858	1476858	Haloferax massiliensis	na	MGYG-HGUT-01639	latest	Scaffold	Major	Full	2019-08-16	UHGG_MGYG-HGUT-01639	EMG	GCA_902381785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/381/785/GCF_902381785.1_UHGG_MGYG-HGUT-01639	na	na	na	haploid	archaea	4015175	3991456	66.500000	0	8	29	NCBI RefSeq	GCF_902381785.1-RS_2025_11_20	2025-11-20	4017	3848	60	na
GCF_001282785.1	PRJNA224116	SAMEA3451356	CVUA00000000.1	reference genome	1480675	1480675	Halolamina sediminis	strain=halo7	na	latest	Contig	Major	Full	2015-08-17	halo7	JEJU NATIONAL UNIVERSITY	GCA_001282785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/282/785/GCF_001282785.1_halo7	na	assembly from type material	na	haploid	archaea	2835858	2835858	68.000000	0	1	1	NCBI RefSeq	GCF_001282785.1-RS_2025_11_20	2025-11-20	2955	2853	54	na
GCF_002252965.1	PRJNA224116	SAMN02716038	NHPG00000000.1	na	1480718	1480718	Halorubrum sp. Ea1	strain=Ea1	na	latest	Scaffold	Major	Full	2017-08-15	ASM225296v1	University of Conn.	GCA_002252965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/252/965/GCF_002252965.1_ASM225296v1	na	na	na	haploid	archaea	3926731	3925495	67.000000	0	157	175	NCBI RefSeq	GCF_002252965.1-RS_2024_10_22	2024-10-22	4011	3791	55	24782836
GCF_002252755.1	PRJNA224116	SAMN02716046	NHOY00000000.1	na	1480728	1480728	Halorubrum sp. Hd13	strain=Hd13	na	latest	Scaffold	Major	Full	2017-08-15	ASM225275v1	University of Conn.	GCA_002252755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/252/755/GCF_002252755.1_ASM225275v1	na	na	na	haploid	archaea	3811317	3811031	67.500000	0	130	136	NCBI RefSeq	GCF_002252755.1-RS_2024_10_22	2024-10-22	3790	3617	53	24782836
GCF_000979415.1	PRJNA224116	SAMN02708988	JJOW00000000.1	na	1483596	1483596	Methanosarcina sp. 2.H.T.1A.15	strain=2.H.T.1A.15	na	latest	Scaffold	Major	Full	2015-04-23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/415/GCF_000979415.1_gtlEnvA5udCFS	na	na	na	haploid	archaea	4080053	4079738	43.000000	0	352	367	NCBI RefSeq	GCF_000979415.1-RS_2024_10_21	2024-10-21	3643	3438	57	25756680
GCF_000979425.1	PRJNA224116	SAMN02708989	JJOX00000000.1	na	1483597	1483597	Methanosarcina sp. 2.H.T.1A.3	strain=2.H.T.1A.3	na	latest	Scaffold	Major	Full	2015-04-23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/425/GCF_000979425.1_gtlEnvA5udCFS	na	na	na	haploid	archaea	4083606	4083417	43.000000	0	92	101	NCBI RefSeq	GCF_000979425.1-RS_2024_10_21	2024-10-21	3526	3395	59	25756680
GCF_000979475.1	PRJNA224116	SAMN02708990	JJOZ00000000.1	na	1483598	1483598	Methanosarcina sp. 2.H.T.1A.8	strain=2.H.T.1A.8	na	latest	Scaffold	Major	Full	2015-04-23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/475/GCF_000979475.1_gtlEnvA5udCFS	na	na	na	haploid	archaea	4069899	4069731	43.000000	0	69	77	NCBI RefSeq	GCF_000979475.1-RS_2024_10_21	2024-10-21	3509	3383	61	25756680
GCF_000979455.1	PRJNA224116	SAMN02708991	JJOY00000000.1	na	1483599	1483599	Methanosarcina sp. 2.H.T.1A.6	strain=2.H.T.1A.6	na	latest	Scaffold	Major	Full	2015-04-23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/455/GCF_000979455.1_gtlEnvA5udCFS	na	na	na	haploid	archaea	4074625	4074383	43.000000	0	54	66	NCBI RefSeq	GCF_000979455.1-RS_2024_10_21	2024-10-21	3509	3384	59	25756680
GCF_000979385.1	PRJNA224116	SAMN02708992	JJOV00000000.1	na	1483600	1483600	Methanosarcina sp. 2.H.A.1B.4	strain=2.H.A.1B.4	na	latest	Scaffold	Major	Full	2015-04-23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/385/GCF_000979385.1_gtlEnvA5udCFS	na	na	na	haploid	archaea	3907151	3906951	43.000000	0	94	104	NCBI RefSeq	GCF_000979385.1-RS_2024_10_21	2024-10-21	3373	3248	61	25756680
GCF_000979975.1	PRJNA224116	SAMN02708993	JJQL00000000.1	na	1483601	1483601	Methanosarcina sp. 1.H.A.2.2	strain=1.H.A.2.2	na	latest	Scaffold	Major	Full	2015-04-23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/975/GCF_000979975.1_gtlEnvA5udCFS	na	na	na	haploid	archaea	3870729	3870494	43.000000	0	103	115	NCBI RefSeq	GCF_000979975.1-RS_2024_10_21	2024-10-21	3316	3211	60	25756680
GCF_000979295.1	PRJNA224116	SAMN02708994	JJQY00000000.1	na	1483602	1483602	Methanosarcina sp. 1.H.T.1A.1	strain=1.H.T.1A.1	na	latest	Scaffold	Major	Full	2015-04-23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/295/GCF_000979295.1_gtlEnvA5udCFS	na	na	na	haploid	archaea	3842140	3841888	43.000000	0	160	172	NCBI RefSeq	GCF_000979295.1-RS_2024_10_21	2024-10-21	3320	3181	59	25756680
GCF_024498195.1	PRJNA224116	SAMN29883696	na	reference genome	1487865	1487865	Halovivax cerinus	strain=IBRC-M 10256	na	latest	Complete Genome	Major	Full	2022-08-01	ASM2449819v1	Jiangsu University	GCA_024498195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/498/195/GCF_024498195.1_ASM2449819v1	na	assembly from type material	na	haploid	archaea	3902757	3902757	65.000000	1	1	1	NCBI RefSeq	GCF_024498195.1-RS_2025_05_05	2025-05-05	3710	3607	49	na
GCF_042650185.1	PRJNA224116	SAMN43281996	JBHSAQ000000000.1	na	1487865	1487865	Halovivax cerinus	strain=IBRC-M 10256	na	latest	Contig	Major	Full	2024-10-05	ASM4265018v1	Institution of Microbiology, Chinese Academy of Science(WDCM)	GCA_042650185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/650/185/GCF_042650185.1_ASM4265018v1	na	assembly from type material	na	haploid	archaea	3897956	3897956	65.000000	0	20	20	NCBI RefSeq	GCF_042650185.1-RS_2025_11_24	2025-11-24	3720	3614	48	30832757
GCF_000691505.1	PRJNA224116	SAMN02739884	JMIP00000000.2	na	1495067	1495067	Halostagnicola sp. A56	strain=A56	na	latest	Contig	Major	Full	2015-07-07	ASM69150v2	Agharkar Research Institute	GCA_000691505.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/691/505/GCF_000691505.1_ASM69150v2	na	na	na	haploid	archaea	3178490	3178490	61.000000	0	26	26	NCBI RefSeq	GCF_000691505.1-RS_2024_10_21	2024-10-21	3369	2970	48	na
GCF_000691865.1	PRJNA224116	SAMN02738432	JMIO00000000.1	na	1495314	1495314	Methanoculleus sp. MH98A	strain=MH98A	na	latest	Contig	Major	Full	2014-05-15	MethMaris1.0	Agharkar Research Institute	GCA_000691865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/691/865/GCF_000691865.1_MethMaris1.0	na	na	na	haploid	archaea	2542436	2542436	61.500000	0	306	306	NCBI RefSeq	GCF_000691865.1-RS_2024_10_21	2024-10-21	2822	2639	57	na
GCF_000744455.1	PRJNA224116	SAMN02745846	JQLY00000000.1	na	1495336	1495336	Methanobacterium sp. SMA-27	strain=SMA-27	na	latest	Contig	Major	Full	2014-08-28	ASM74445v1	DOE Joint Genome Institute	GCA_000744455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/744/455/GCF_000744455.1_ASM74445v1	na	na	na	haploid	archaea	2490725	2490725	32.500000	0	1	1	NCBI RefSeq	GCF_000744455.1-RS_2024_10_21	2024-10-21	2675	2591	49	na
GCF_000746205.1	PRJNA224116	SAMN02787129	JQKV00000000.1	na	1498500	1498500	Halorubrum sp. BV1	strain=BV1	na	latest	Scaffold	Major	Full	2014-08-28	ASM74620v1	DOE Joint Genome Institute	GCA_000746205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/205/GCF_000746205.1_ASM74620v1	na	na	na	haploid	archaea	2767463	2767343	66.000000	0	42	45	NCBI RefSeq	GCF_000746205.1-RS_2024_10_21	2024-10-21	2827	2707	71	na
GCF_900143675.1	PRJNA224116	SAMEA20449918	FRFC00000000.1	reference genome	1499975	1499975	Nitrosotalea sinensis	na	NSIN	latest	Contig	Major	Full	2017-11-28	Candidatus Nitrosotalea sinensis Nd2 whole genome	UNIVERSITY OF VIENNA	GCA_900143675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/143/675/GCF_900143675.1_Candidatus_Nitrosotalea_sinensis_Nd2_whole_genome	na	na	na	haploid	archaea	1598048	1598048	37.500000	0	10	10	NCBI RefSeq	GCF_900143675.1-RS_2025_11_20	2025-11-20	1914	1858	49	na
GCF_000769655.1	PRJNA224116	SAMN02838508	na	reference genome	1505907	1505907	Thermococcus eurythermalis	strain=A501	na	latest	Complete Genome	Major	Full	2014-10-28	ASM76965v1	Laboratory of Marine Oceanography	GCA_000769655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/769/655/GCF_000769655.1_ASM76965v1	na	assembly from type material	na	haploid	archaea	2126164	2126164	53.500000	2	2	2	NCBI RefSeq	GCF_000769655.1-RS_2025_11_21	2025-11-21	2337	2252	52	25288278
GCF_000730175.1	PRJNA224116	SAMN02850979	JPES00000000.1	na	1508454	1508454	Haloferax sp. ATB1	strain=ATB1	na	latest	Contig	Major	Full	2014-07-17	ASM73017v1	Rede Paraense de Genômica e Proteômica	GCA_000730175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/730/175/GCF_000730175.1_ASM73017v1	na	na	na	haploid	archaea	4223705	4223705	62.000000	0	120	120	NCBI RefSeq	GCF_000730175.1-RS_2024_10_21	2024-10-21	4191	3622	37	25125649
GCF_026410925.1	PRJNA224116	SAMN31779816	na	reference genome	1510225	1510225	Halovenus salina	strain=JCM 30072	na	latest	Complete Genome	Major	Full	2022-11-27	ASM2641092v1	Jiangsu University	GCA_026410925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/410/925/GCF_026410925.1_ASM2641092v1	na	assembly from type material	na	haploid	archaea	3769933	3769933	60.000000	4	4	4	NCBI RefSeq	GCF_026410925.1-RS_2025_07_29	2025-07-29	3792	3607	55	na
GCF_042662325.1	PRJNA224116	SAMN43283219	JBHSZI000000000.1	na	1510225	1510225	Halovenus salina	strain=JCM 30072	na	latest	Contig	Major	Full	2024-10-06	ASM4266232v1	Institution of Microbiology, Chinese Academy of Science(WDCM)	GCA_042662325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/662/325/GCF_042662325.1_ASM4266232v1	na	assembly from type material	na	haploid	archaea	3880191	3880191	60.000000	0	7	7	NCBI RefSeq	GCF_042662325.1-RS_2025_03_02	2025-03-02	4241	3394	55	30832757
GCF_001469955.1	PRJNA224116	SAMN04318426	LOPU00000000.1	reference genome	1514971	1514971	Haloprofundus marisrubri	strain=SB9	na	latest	Contig	Major	Full	2015-12-18	ASM146995v1	Red Sea Research Center, Saudi Arabia	GCA_001469955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/469/955/GCF_001469955.1_ASM146995v1	na	assembly from type material	na	haploid	archaea	3929557	3929557	62.500000	0	41	41	NCBI RefSeq	GCF_001469955.1-RS_2025_11_20	2025-11-20	4048	3941	65	na
GCF_026616205.1	PRJNA224116	SAMN29923289	JANHGR000000000.1	reference genome	1515593	1515593	Halolamina litorea	strain=YJ-41	na	latest	Contig	Major	Full	2022-12-02	ASM2661620v1	Jiangsu University	GCA_026616205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/616/205/GCF_026616205.1_ASM2661620v1	na	assembly from type material	na	haploid	archaea	3024386	3024386	68.000000	0	4	4	NCBI RefSeq	GCF_026616205.1-RS_2025_05_12	2025-05-12	3147	3078	54	na
GCF_042678245.1	PRJNA224116	SAMN43282696	JBHUCZ000000000.1	na	1515593	1515593	Halolamina litorea	strain=CGMCC 1.12859	na	latest	Scaffold	Major	Full	2024-10-06	ASM4267824v1	Institution of Microbiology, Chinese Academy of Science(WDCM)	GCA_042678245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/678/245/GCF_042678245.1_ASM4267824v1	na	assembly from type material	na	haploid	archaea	2998262	2995317	68.500000	0	49	114	NCBI RefSeq	GCF_042678245.1-RS_2025_03_02	2025-03-02	3195	3075	50	30832757
GCF_024228675.1	PRJNA224116	SAMN29427989	na	reference genome	1515595	1515595	Salinigranum marinum	strain=ZS-10	na	latest	Complete Genome	Major	Full	2022-07-13	ASM2422867v1	Jiangsu University	GCA_024228675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/228/675/GCF_024228675.1_ASM2422867v1	na	assembly from type material	na	haploid	archaea	4906407	4906407	66.000000	4	4	4	NCBI RefSeq	GCF_024228675.1-RS_2025_05_05	2025-05-05	4885	4677	62	na
GCF_001482285.1	PRJNA224116	SAMN04018175	LOEP00000000.1	na	1526048	1526048	Haloferax sp. Q22	strain=Q22	na	latest	Scaffold	Major	Full	2015-12-23	ASM148228v1	Institute of   Microbiology, Chinese Academy of Sciences	GCA_001482285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/482/285/GCF_001482285.1_ASM148228v1	na	na	na	haploid	archaea	3977555	3977535	65.000000	0	56	58	NCBI RefSeq	GCF_001482285.1-RS_2024_10_22	2024-10-22	4105	3972	62	na
GCF_026586675.1	PRJNA224116	SAMN30884439	JAODIX000000000.1	reference genome	1526162	1526162	Halorubrum yunnanense	strain=Q85	na	latest	Scaffold	Major	Full	2022-12-02	ASM2658667v1	Jiangsu University	GCA_026586675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/586/675/GCF_026586675.1_ASM2658667v1	na	assembly from type material	na	haploid	archaea	3174263	3172689	67.000000	0	116	155	NCBI RefSeq	GCF_026586675.1-RS_2025_05_05	2025-05-05	3262	3065	59	na
GCF_042663285.1	PRJNA224116	SAMN43283200	JBHSZZ000000000.1	na	1526162	1526162	Halorubrum yunnanense	strain=Q85	na	latest	Scaffold	Major	Full	2024-10-06	ASM4266328v1	Institution of Microbiology, Chinese Academy of Science(WDCM)	GCA_042663285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/663/285/GCF_042663285.1_ASM4266328v1	na	assembly from type material	na	haploid	archaea	3174263	3172689	67.000000	0	116	155	NCBI RefSeq	GCF_042663285.1-RS_2025_03_02	2025-03-02	3257	3060	59	30832757
GCF_013343295.1	PRJNA224116	SAMN13893344	na	reference genome	1532350	1532350	Metallosphaera tengchongensis	strain=Ric-A	na	latest	Complete Genome	Major	Full	2020-06-15	ASM1334329v1	Institute of microbiology	GCA_013343295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/343/295/GCF_013343295.1_ASM1334329v1	na	assembly from type material	na	haploid	archaea	2176897	2176897	45.000000	1	1	1	NCBI RefSeq	GCF_013343295.1-RS_2025_05_05	2025-05-05	2311	2227	52	na
